Date,BID,BVH,CII,CTG,DPM,FLC,FPT,GAS,GMD,HAG,HCM,HPG,HSG,ITA,KBC,KDC,MBB,MSN,MWG,NT2,PPC,PVD,REE,SBT,SSI,STB,VCB,VIC,VNM
2016-02-29,0.0536869340233,0.0196118075212,0.0447193149382,0.0351515151515,-0.00700741962078,0.0307692307692,0.0301429459291,0.0894239036973,-0.014948859166,-0.0121951219512,0.16217272372,0.0145127850726,0.088,-0.0192307692308,0.110169491525,0.0855991943605,0.0144486692015,-0.00693842150911,0.0416904625928,0.00414555504376,-0.0279411764706,0.0870396939264,0.00703871292107,0.0635613779719,0.0975485188968,-0.0265486725664,-0.00964737192282,-0.0736932305056,0.103375992939
2016-03-31,-0.0564763658686,-0.0384691651795,0.0132058287796,-0.0784543325527,0.0141137401411,-0.044776119403,-0.0147812971342,0.00289397526967,-0.00998402555911,-0.037037037037,-0.102219233356,0.0572207084469,0.109375,-0.0588235294118,-0.030534351145,-0.0250463821892,-0.0209895052474,-0.00698689956332,0.00657894736842,0.252752293578,0.105143721634,-0.0519137703476,-0.00399400898652,0.0177919708029,-0.0623545835272,-0.0636363636364,0.0,0.0703052728955,0.046895310469
2016-04-29,0.0474951203643,0.220045370179,0.0462921348315,0.0120711562897,0.0204666393778,0.0625,0.0318432333129,0.243966421826,0.0613150463897,0.025641025641,0.00337078651685,0.135309278351,0.452361226181,-0.0416666666667,0.0866141732283,0.119410085633,0.0558958652374,-0.0208883025506,-0.00653594771242,-0.0377151226657,-0.0479123887748,0.0292343387471,-0.0325814536341,0.144778126401,0.0143920595533,0.0,0.121934833725,0.112359550562,0.0373447946514
2016-05-31,0.0403726708075,-0.0163962136579,0.0201890034364,0.0721908349027,-0.0196550340955,-0.0441176470588,-0.013649851632,0.176507802615,0.0414291144052,-0.025,0.117207913401,0.00908059023837,0.126640045636,-0.0217391304348,0.0652173913043,0.0229494262643,0.0333575054387,-0.00718616662924,0.16913377193,0.0711567732116,0.0100647016535,0.295311091073,0.00880829015544,-0.0454189506656,0.00489236790607,0.0679611650485,0.0152694610778,0.0,0.0215449774422
2016-06-30,-0.0388059701493,-0.00326516583605,0.0391578947368,-0.056206088993,0.00736497545008,-0.0923076923077,0.0243682310469,0.0415845133536,-0.0182481751825,-0.0641025641026,-0.0507851653859,0.171541057368,0.170126582278,-0.0444444444444,0.0544217687075,0.0810137100125,-0.0449122807018,-0.0432028952726,0.430011723329,0.0980461811723,-0.0825622775801,-0.0191437521754,-0.00975860297894,-0.0155865463495,-0.0326192794547,0.0272727272727,0.0126806251843,0.044548044548,0.00730058584948
2016-07-29,0.0055900621118,0.0,0.0133711507293,0.0595533498759,0.0544272948822,-0.0338983050847,-0.0190895741557,-0.0640165203924,-0.0223048327138,-0.123287671233,0.0436466033087,0.123859817571,-0.045867589788,0.139534883721,0.141935483871,0.0318985395849,0.00661278471712,-0.0375886524823,0.0895228726021,0.0116467162731,0.0698215671063,-0.174237047551,0.00466804979253,0.05125,0.100654252642,0.0,0.141817122889,0.0322340689313,0.120526127416
2016-08-31,-0.0679431747993,0.0508620689655,0.0999600159936,-0.0222482435597,-0.00693374422188,-0.0526315789474,0.0967065868263,0.0941349512778,0.0722433460076,-0.015625,-0.0738617200675,0.140965399402,0.101587301587,0.0204081632653,0.00564971751412,0.332216014898,-0.0131386861314,0.0781134856301,0.0744920993228,0.0582027502398,-0.0195794053662,-0.0116029222174,-0.0242643262777,0.0701545778835,-0.0653863740283,-0.0796460176991,0.0,-0.0566898871006,0.212648726344
2016-09-30,0.0364479787939,0.143396226415,0.0316248636859,-0.0263473053892,-0.0174553917766,-0.05,0.0625170625171,0.109057301294,0.0390070921986,-0.166666666667,0.017115804807,0.0677648820666,-0.0325236722931,-0.166,0.0674157303371,0.0184512161029,0.00665680473373,0.0189109136478,-0.0331932773109,0.0646721063765,-0.0465976331361,0.0513043478261,0.0746031746032,-0.116666666667,0.0420743639922,-0.103846153846,-0.023208365213,0.133180544945,-0.102528644804
2016-10-31,-0.01726342711,-0.0972879896685,-0.0338266384778,-0.00553505535055,-0.0244769048559,0.307992202729,-0.0675745118191,-0.0637878787879,-0.0716723549488,-0.00952380952381,-0.047619047619,-0.108345021038,-0.0463829787234,0.165467625899,-0.0842105263158,-0.0384298654955,0.00734753857458,-0.065518783542,0.0415761263219,-0.0766392279307,0.0418929402638,-0.0880893300248,-0.0162481536189,0.102725366876,-0.0117370892019,-0.0536480686695,-0.0600522193211,-0.0449438202247,0.0143077261721
2016-11-30,-0.0351333767079,-0.0812271498967,0.035010940919,-0.0445269016698,-0.0194253338729,-0.120715350224,-0.00330669605952,-0.0318821815828,0.0,0.136538461538,-0.0428571428571,0.0334250884782,0.213743864346,0.0452674897119,-0.17816091954,-0.0633742506423,-0.0663749088257,-0.024407753051,0.137969401947,-0.0971411005226,0.109456440804,-0.00680272108844,0.045045045045,-0.0760456273764,-0.0546318289786,-0.149659863946,-0.0222222222222,-0.0117647058824,-0.0282118055556
2016-12-30,-0.0721510451787,-0.0102076124567,-0.023608174771,-0.0653721682848,-0.116384647132,-0.118644067797,0.0149294995853,-0.0168839852892,-0.00735294117647,-0.0947546531303,0.0341712490181,0.0247336377473,0.0470588235294,-0.214566929134,-0.0314685314685,0.0691862237123,0.04921875,0.0110375275938,-0.05450989978,-0.120190670752,0.0530201342282,-0.0547945205479,0.110153256705,0.0082304526749,-0.0150753768844,0.26,0.00710227272727,0.0,-0.0898466577341
